stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type
221907,BASF Süd,49.493314,8.434862,,0
210206,Friesenheim Mitte,49.498201,8.419292,,0
210205,Friesenheim Mitte,49.498323,8.419154,,0
117301,Karlsplatz,49.412506,8.712836,,0
210208,Friesenheim Mitte,49.497555,8.420149,,0
260605,Vogelstang,49.512423,8.54371,,0
260606,Vogelstang,49.512463,8.543965,,0
108601,Bärenbach Nord,49.415049,8.772668,,0
214505,Niederfeld,49.476359,8.401331,,0
202906,Ebertpark/Fichtestr.,49.491555,8.421155,,0
202905,Ebertpark/Fichtestr.,49.491701,8.420919,,0
202902,Ebertpark/Fichtestr.,49.491761,8.420885,,0
202901,Ebertpark/Fichtestr.,49.491477,8.421318,,0
247206,Untermühlaustraße,49.51133,8.471593,,0
247205,Untermühlaustraße,49.510791,8.471166,,0
247202,Untermühlaustraße,49.511314,8.471444,,0
247201,Untermühlaustraße,49.51068,8.47125,,0
254505,Pfingstberg,49.446204,8.529712,,0
254506,Pfingstberg,49.445991,8.529174,,0
204405,Hochfeldstraße,49.466338,8.408137,,0
204406,Hochfeldstraße,49.466174,8.408136,,0
204408,Hochfeldstraße,49.465741,8.408901,,0
204409,Hochfeldstraße,49.465509,8.407703,,0
236705,Platz der Freundsch.,49.51845,8.53784,,0
327805,Luzenberg Ost,49.516774,8.477919,,0
112404,Haselnussweg,49.37408,8.703117,,0
133501,Im Heimgarten,49.39547,8.643063,,0
112403,Haselnussweg,49.374008,8.70308,,0
112401,Haselnussweg,49.37454,8.702652,,0
233005,Neudorfstraße,49.440233,8.575913,,0
252906,Frobeniusstraße,49.416767,8.537913,,0
600505,Akademiestraße,49.4924,8.456721,,0
252905,Frobeniusstraße,49.416884,8.538195,,0
269105,Wallstadt Friedhof,49.500526,8.552691,,0
243101,Landwehrstraße,49.50547,8.4897,,0
243102,Landwehrstraße,49.50576,8.49032,,0
600506,Akademiestraße,49.492495,8.45682,,0
269705,Steinzeugstraße,49.44696,8.56742,,0
108801,Im Anger,49.411652,8.766955,,0
251806,Hans-Thoma-Straße,49.474742,8.524139,,0
251805,Hans-Thoma-Straße,49.475243,8.524343,,0
234446,Max-Planck-Straße,49.519337,8.457136,,0
234445,Max-Planck-Straße,49.519316,8.456972,,0
91002,Fußgönheim,49.466213,8.287335,,0
91001,Fußgönheim,49.466497,8.287701,,0
256106,Karl-Schweizer-Park,49.548853,8.447976,,0
217805,Oppau West,49.522309,8.394622,,0
256105,Karl-Schweizer-Park,49.549213,8.448585,,0
243211,Lange Rötterstraße,49.495742,8.486387,,0
243212,Lange Rötterstraße,49.49617,8.48691,,0
238705,Mercedes-Benz Tor 1,49.516413,8.479717,,0
144404,Hkrz Marktplatz,49.48474,8.79677,,0
254404,Rheinau Karlsplatz,49.438466,8.522641,,0
132101,Mühldamm,49.425271,8.751901,,0
132102,Mühldamm,49.424953,8.752025,,0
231405,Feldstraße,49.488323,8.543633,,0
231406,Feldstraße,49.488679,8.543815,,0
254401,Rheinau Karlsplatz,49.439035,8.522985,,0
231102,Adolf-Damaschke-Ring,49.493641,8.520984,,0
242507,MA RCHIVUM,49.499815,8.461565,,0
242506,MA RCHIVUM,49.499454,8.461344,,0
242505,MA RCHIVUM,49.499508,8.461521,,0
263406,Kiesäcker,49.498463,8.536477,,0
114801,Schönauer Abtweg,49.420683,8.759798,,0
114802,Schönauer Abtweg,49.420668,8.759661,,0
254402,Rheinau Karlsplatz,49.43856,8.52332,,0
238412,Meeräckerplatz,49.468988,8.471914,,0
330606,Floßwörth,49.460003,8.499606,,0
330605,Floßwörth,49.460071,8.498857,,0
244901,Neuer Meßplatz,49.504885,8.469981,,0
